participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.ip_address,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.strategies,player.row_move,player.random_time,player.payoff,group.id_in_subsession,subsession.round_number,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
5,o7opjixh,LAB4,0,46,45,payoff,GameOutcome,10.30.85.49,2019-01-24 19:14:32.543879+00:00,1,,,1307,5,"[{""strategy"":2,""time"":14.056},{""strategy"":1,""time"":16.129},{""strategy"":2,""time"":37.589}]",1,22,100,1,2,u5a83rs1,,,,,,0
6,3tzs1326,LAB5,0,46,45,payoff,GameOutcome,10.47.177.9,2019-01-24 19:14:33.744233+00:00,1,,,2107,6,"[{""strategy"":1,""time"":0.509},{""strategy"":2,""time"":6.825},{""strategy"":1,""time"":24.117},{""strategy"":2,""time"":41.618},{""strategy"":1,""time"":48.159}]",2,46,500,1,2,u5a83rs1,,,,,,0
7,yucx76nj,LAB8,0,46,45,payoff,GameOutcome,10.51.203.60,2019-01-24 19:14:29.560214+00:00,1,,,1806,7,"[{""strategy"":1,""time"":0.375},{""strategy"":2,""time"":8.87},{""strategy"":1,""time"":18.082},{""strategy"":2,""time"":28.583},{""strategy"":1,""time"":39.644},{""strategy"":2,""time"":50.693},{""strategy"":1,""time"":59.699}]",1,41,0,1,2,u5a83rs1,,,,,,0
8,a9caswms,LAB6,0,46,45,payoff,GameOutcome,10.145.91.102,2019-01-24 19:14:33.749936+00:00,1,,,1906,8,"[{""strategy"":1,""time"":13.688},{""strategy"":2,""time"":17.195},{""strategy"":1,""time"":33.199},{""strategy"":2,""time"":44.158}]",1,40,0,1,2,u5a83rs1,,,,,,0
9,towf6ijh,LAB12,0,46,45,payoff,GameOutcome,10.147.13.174,2019-01-24 19:14:34.314022+00:00,1,,,1607,9,"[{""strategy"":1,""time"":0.898},{""strategy"":2,""time"":22.694},{""strategy"":1,""time"":36.492}]",2,33,0,1,2,u5a83rs1,,,,,,0
10,v75dqmax,LAB13,0,46,45,payoff,GameOutcome,10.51.250.60,2019-01-24 19:14:32.576392+00:00,1,,,2007,10,"[{""strategy"":1,""time"":1.448},{""strategy"":2,""time"":9.208}]",2,41,0,1,2,u5a83rs1,,,,,,0
11,j7yvqfnk,LAB9,0,46,45,payoff,GameOutcome,10.33.189.124,2019-01-24 19:14:36.352740+00:00,1,,,2200,11,"[{""strategy"":2,""time"":2.27},{""strategy"":1,""time"":16.452},{""strategy"":2,""time"":24.604},{""strategy"":1,""time"":35.895},{""strategy"":2,""time"":45.787},{""strategy"":1,""time"":61.277}]",2,49,500,1,2,u5a83rs1,,,,,,0
12,h3nu4vm6,LAB14,0,46,45,payoff,GameOutcome,10.16.198.175,2019-01-24 19:14:35.894569+00:00,1,,,1800,12,"[{""strategy"":1,""time"":0.558},{""strategy"":2,""time"":8.378}]",2,26,0,1,2,u5a83rs1,,,,,,0
13,960qiq0v,LAB15,0,46,45,payoff,GameOutcome,10.149.119.251,2019-01-24 19:14:34.423000+00:00,1,,,1907,13,"[{""strategy"":1,""time"":0.739},{""strategy"":2,""time"":33.114}]",1,22,100,1,2,u5a83rs1,,,,,,0
14,kv9veiwp,LAB7,0,46,45,payoff,GameOutcome,10.145.91.102,2019-01-24 19:14:37.755345+00:00,1,,,1606,14,"[{""strategy"":1,""time"":0.558}]",1,11,0,1,2,u5a83rs1,,,,,,0
15,40uoe7hc,LAB16,0,46,45,payoff,GameOutcome,10.47.229.186,2019-01-24 19:14:35.226242+00:00,1,,,1207,15,"[{""strategy"":1,""time"":7.511}]",1,52,0,1,2,u5a83rs1,,,,,,0
16,a7q3hufe,LAB17,0,46,45,payoff,GameOutcome,10.45.226.108,2019-01-24 19:14:38.945970+00:00,1,,,1306,16,"[{""strategy"":1,""time"":9.477}]",1,56,0,1,2,u5a83rs1,,,,,,0
17,fo0lbree,LAB18,0,46,45,payoff,GameOutcome,10.35.211.221,2019-01-24 19:14:39.482803+00:00,1,,,2806,17,"[{""strategy"":1,""time"":1.739}]",1,36,0,1,2,u5a83rs1,,,,,,0
18,veies0ax,LAB20,0,46,45,payoff,GameOutcome,10.29.86.227,2019-01-24 19:14:40.501945+00:00,1,,,1807,18,"[{""strategy"":1,""time"":0.765}]",1,14,100,1,2,u5a83rs1,,,,,,0
19,6twian0l,LAB19,0,46,45,payoff,GameOutcome,10.123.135.185,2019-01-24 19:14:42.211719+00:00,1,,,606,19,"[{""strategy"":1,""time"":7.177}]",1,41,0,1,2,u5a83rs1,,,,,,0
20,ezvwttsg,LAB21,0,46,45,payoff,GameOutcome,10.63.159.3,2019-01-24 19:14:45.073425+00:00,1,,,2006,20,"[{""strategy"":1,""time"":0.427},{""strategy"":2,""time"":4.005}]",1,1,0,1,2,u5a83rs1,,,,,,0
21,wfotk6bs,LAB22,0,46,45,payoff,GameOutcome,10.65.212.112,2019-01-24 19:14:55.919089+00:00,1,,,2507,21,"[{""strategy"":1,""time"":0.993},{""strategy"":2,""time"":34.399},{""strategy"":1,""time"":46.255},{""strategy"":2,""time"":51.823},{""strategy"":1,""time"":62.672}]",1,32,0,1,2,u5a83rs1,,,,,,0
1,i2k63arc,LAB3,0,46,45,payoff,GameOutcome,10.45.83.39,2019-01-24 19:14:24.645787+00:00,1,,,1307,1,"[{""strategy"":1,""time"":0.887},{""strategy"":2,""time"":4.015},{""strategy"":1,""time"":5.048},{""strategy"":2,""time"":8.064},{""strategy"":1,""time"":11.912},{""strategy"":2,""time"":15.103},{""strategy"":1,""time"":19.287},{""strategy"":2,""time"":22.711},{""strategy"":1,""time"":26.047},{""strategy"":2,""time"":30.071},{""strategy"":1,""time"":34.399},{""strategy"":2,""time"":37.855},{""strategy"":1,""time"":42.063},{""strategy"":2,""time"":45.464},{""strategy"":1,""time"":48.064},{""strategy"":2,""time"":54.711},{""strategy"":1,""time"":61.207}]",1,35,0,1,3,u5a83rs1,,,,,,0
2,e7vef4ct,LAB2,0,46,45,payoff,GameOutcome,10.7.217.98,2019-01-24 19:14:25.952334+00:00,1,,,2206,2,"[{""strategy"":1,""time"":0.505},{""strategy"":2,""time"":1.791},{""strategy"":1,""time"":3.111},{""strategy"":2,""time"":4.584},{""strategy"":1,""time"":19.735},{""strategy"":2,""time"":20.559},{""strategy"":1,""time"":32.047},{""strategy"":2,""time"":39.695}]",2,19,0,1,3,u5a83rs1,,,,,,0
3,arsuawn4,LAB1,0,46,45,payoff,GameOutcome,10.45.226.108,2019-01-24 19:14:33.522271+00:00,1,,,907,3,"[{""strategy"":2,""time"":1.304},{""strategy"":1,""time"":4.158},{""strategy"":2,""time"":8.438},{""strategy"":1,""time"":13.525},{""strategy"":2,""time"":18.862},{""strategy"":1,""time"":24.644},{""strategy"":2,""time"":31.886},{""strategy"":1,""time"":42.557},{""strategy"":2,""time"":53.01}]",1,48,0,1,3,u5a83rs1,,,,,,0
4,dzvoom61,LAB10,0,46,45,payoff,GameOutcome,10.45.226.108,2019-01-24 19:14:28.455808+00:00,1,,,2007,4,"[{""strategy"":2,""time"":4.126},{""strategy"":1,""time"":5.421},{""strategy"":2,""time"":24.342}]",2,43,0,1,3,u5a83rs1,,,,,,0
5,o7opjixh,LAB4,0,46,45,payoff,GameOutcome,10.30.85.49,2019-01-24 19:14:32.543879+00:00,1,,,1307,5,"[{""strategy"":1,""time"":4.63}]",1,22,0,1,3,u5a83rs1,,,,,,0
6,3tzs1326,LAB5,0,46,45,payoff,GameOutcome,10.47.177.9,2019-01-24 19:14:33.744233+00:00,1,,,2107,6,"[{""strategy"":1,""time"":0.59},{""strategy"":2,""time"":4.31},{""strategy"":1,""time"":24.661},{""strategy"":2,""time"":58.611}]",1,47,0,1,3,u5a83rs1,,,,,,0
7,yucx76nj,LAB8,0,46,45,payoff,GameOutcome,10.51.203.60,2019-01-24 19:14:29.560214+00:00,1,,,1806,7,"[{""strategy"":1,""time"":0.347},{""strategy"":2,""time"":17.432}]",2,31,0,1,3,u5a83rs1,,,,,,0
8,a9caswms,LAB6,0,46,45,payoff,GameOutcome,10.145.91.102,2019-01-24 19:14:33.749936+00:00,1,,,1906,8,"[{""strategy"":2,""time"":0.647},{""strategy"":1,""time"":13.23},{""strategy"":2,""time"":27.033},{""strategy"":1,""time"":36.62}]",1,20,0,1,3,u5a83rs1,,,,,,0
9,towf6ijh,LAB12,0,46,45,payoff,GameOutcome,10.147.13.174,2019-01-24 19:14:34.314022+00:00,1,,,1607,9,"[{""strategy"":2,""time"":1.357},{""strategy"":1,""time"":7.838}]",1,47,300,1,3,u5a83rs1,,,,,,0
10,v75dqmax,LAB13,0,46,45,payoff,GameOutcome,10.51.250.60,2019-01-24 19:14:32.576392+00:00,1,,,2007,10,"[{""strategy"":2,""time"":1.006}]",2,54,0,1,3,u5a83rs1,,,,,,0
11,j7yvqfnk,LAB9,0,46,45,payoff,GameOutcome,10.33.189.124,2019-01-24 19:14:36.352740+00:00,1,,,2200,11,"[{""strategy"":1,""time"":1.102},{""strategy"":2,""time"":15.706},{""strategy"":1,""time"":24.178},{""strategy"":2,""time"":43.673},{""strategy"":1,""time"":49.289}]",2,48,400,1,3,u5a83rs1,,,,,,0
12,h3nu4vm6,LAB14,0,46,45,payoff,GameOutcome,10.16.198.175,2019-01-24 19:14:35.894569+00:00,1,,,1800,12,"[{""strategy"":1,""time"":0.371},{""strategy"":2,""time"":41.944}]",1,27,300,1,3,u5a83rs1,,,,,,0
13,960qiq0v,LAB15,0,46,45,payoff,GameOutcome,10.149.119.251,2019-01-24 19:14:34.423000+00:00,1,,,1907,13,"[{""strategy"":1,""time"":0.485},{""strategy"":2,""time"":12.509}]",2,47,400,1,3,u5a83rs1,,,,,,0
14,kv9veiwp,LAB7,0,46,45,payoff,GameOutcome,10.145.91.102,2019-01-24 19:14:37.755345+00:00,1,,,1606,14,"[{""strategy"":1,""time"":0.664},{""strategy"":2,""time"":10.007}]",2,11,0,1,3,u5a83rs1,,,,,,0
15,40uoe7hc,LAB16,0,46,45,payoff,GameOutcome,10.47.229.186,2019-01-24 19:14:35.226242+00:00,1,,,1207,15,"[{""strategy"":2,""time"":16.869}]",0,10,0,1,3,u5a83rs1,,,,,,0
16,a7q3hufe,LAB17,0,46,45,payoff,GameOutcome,10.45.226.108,2019-01-24 19:14:38.945970+00:00,1,,,1306,16,"[{""strategy"":2,""time"":6.057}]",2,45,0,1,3,u5a83rs1,,,,,,0
17,fo0lbree,LAB18,0,46,45,payoff,GameOutcome,10.35.211.221,2019-01-24 19:14:39.482803+00:00,1,,,2806,17,"[{""strategy"":2,""time"":1.787}]",2,20,0,1,3,u5a83rs1,,,,,,0
18,veies0ax,LAB20,0,46,45,payoff,GameOutcome,10.29.86.227,2019-01-24 19:14:40.501945+00:00,1,,,1807,18,"[{""strategy"":1,""time"":1.825},{""strategy"":2,""time"":3.818}]",2,33,0,1,3,u5a83rs1,,,,,,0
19,6twian0l,LAB19,0,46,45,payoff,GameOutcome,10.123.135.185,2019-01-24 19:14:42.211719+00:00,1,,,606,19,"[{""strategy"":1,""time"":10.605},{""strategy"":2,""time"":52.395}]",2,54,400,1,3,u5a83rs1,,,,,,0
20,ezvwttsg,LAB21,0,46,45,payoff,GameOutcome,10.63.159.3,2019-01-24 19:14:45.073425+00:00,1,,,2006,20,"[{""strategy"":1,""time"":0.639},{""strategy"":2,""time"":2.433},{""strategy"":1,""time"":59.373}]",2,40,0,1,3,u5a83rs1,,,,,,0
21,wfotk6bs,LAB22,0,46,45,payoff,GameOutcome,10.65.212.112,2019-01-24 19:14:55.919089+00:00,1,,,2507,21,"[{""strategy"":1,""time"":0.708},{""strategy"":2,""time"":7.269}]",1,2,300,1,3,u5a83rs1,,,,,,0
1,i2k63arc,LAB3,0,46,45,payoff,GameOutcome,10.45.83.39,2019-01-24 19:14:24.645787+00:00,1,,,1307,1,"[{""strategy"":1,""time"":5.888},{""strategy"":2,""time"":9.145},{""strategy"":1,""time"":12.776},{""strategy"":2,""time"":16.528},{""strategy"":1,""time"":20.256},{""strategy"":2,""time"":24.728},{""strategy"":1,""time"":28.76},{""strategy"":2,""time"":32.673},{""strategy"":1,""time"":36.977},{""strategy"":2,""time"":40.784},{""strategy"":1,""time"":45.225},{""strategy"":2,""time"":49.513},{""strategy"":1,""time"":55.008},{""strategy"":2,""time"":61.377}]",1,22,0,1,4,u5a83rs1,,,,,,0
2,e7vef4ct,LAB2,0,46,45,payoff,GameOutcome,10.7.217.98,2019-01-24 19:14:25.952334+00:00,1,,,2206,2,"[{""strategy"":1,""time"":0.427},{""strategy"":2,""time"":5.937},{""strategy"":1,""time"":11.233},{""strategy"":2,""time"":14.387},{""strategy"":1,""time"":16.049},{""strategy"":2,""time"":16.841},{""strategy"":1,""time"":17.69},{""strategy"":2,""time"":18.457},{""strategy"":1,""time"":19.233},{""strategy"":2,""time"":20.449},{""strategy"":1,""time"":21.633},{""strategy"":2,""time"":22.905},{""strategy"":1,""time"":23.945},{""strategy"":2,""time"":24.817},{""strategy"":1,""time"":25.953},{""strategy"":2,""time"":27.082},{""strategy"":1,""time"":28.225},{""strategy"":2,""time"":29.161},{""strategy"":1,""time"":30.208},{""strategy"":2,""time"":31.073},{""strategy"":1,""time"":32.008},{""strategy"":2,""time"":32.961},{""strategy"":1,""time"":33.929},{""strategy"":2,""time"":35.185},{""strategy"":1,""time"":36.145},{""strategy"":2,""time"":37.048},{""strategy"":1,""time"":37.92},{""strategy"":2,""time"":38.696},{""strategy"":1,""time"":39.929},{""strategy"":2,""time"":41.024},{""strategy"":1,""time"":42.121},{""strategy"":2,""time"":43.233},{""strategy"":1,""time"":44.552},{""strategy"":2,""time"":45.488},{""strategy"":1,""time"":46.656},{""strategy"":2,""time"":47.576},{""strategy"":1,""time"":48.656},{""strategy"":2,""time"":49.68},{""strategy"":1,""time"":50.665},{""strategy"":2,""time"":51.635},{""strategy"":1,""time"":52.817},{""strategy"":2,""time"":54.128},{""strategy"":1,""time"":55.249},{""strategy"":2,""time"":56.483},{""strategy"":1,""time"":57.33},{""strategy"":2,""time"":58.4},{""strategy"":1,""time"":59.383},{""strategy"":2,""time"":60.504},{""strategy"":1,""time"":61.56},{""strategy"":2,""time"":62.528},{""strategy"":1,""time"":63.591},{""strategy"":2,""time"":64.561},{""strategy"":1,""time"":65.178}]",2,7,0,1,4,u5a83rs1,,,,,,0
3,arsuawn4,LAB1,0,46,45,payoff,GameOutcome,10.45.226.108,2019-01-24 19:14:33.522271+00:00,1,,,907,3,"[{""strategy"":2,""time"":1.973},{""strategy"":1,""time"":24.429},{""strategy"":2,""time"":33.5},{""strategy"":1,""time"":44.309}]",2,20,100,1,4,u5a83rs1,,,,,,0
4,dzvoom61,LAB10,0,46,45,payoff,GameOutcome,10.45.226.108,2019-01-24 19:14:28.455808+00:00,1,,,2007,4,"[{""strategy"":2,""time"":6.055}]",2,12,0,1,4,u5a83rs1,,,,,,0
5,o7opjixh,LAB4,0,46,45,payoff,GameOutcome,10.30.85.49,2019-01-24 19:14:32.543879+00:00,1,,,1307,5,"[{""strategy"":2,""time"":4.686}]",2,22,0,1,4,u5a83rs1,,,,,,0
6,3tzs1326,LAB5,0,46,45,payoff,GameOutcome,10.47.177.9,2019-01-24 19:14:33.744233+00:00,1,,,2107,6,"[{""strategy"":1,""time"":0.281},{""strategy"":2,""time"":5.899},{""strategy"":1,""time"":12.459},{""strategy"":2,""time"":19.478},{""strategy"":1,""time"":28.203},{""strategy"":2,""time"":37.578}]",2,42,0,1,4,u5a83rs1,,,,,,0
7,yucx76nj,LAB8,0,46,45,payoff,GameOutcome,10.51.203.60,2019-01-24 19:14:29.560214+00:00,1,,,1806,7,"[{""strategy"":1,""time"":0.282},{""strategy"":2,""time"":11.404},{""strategy"":1,""time"":45.816}]",2,16,100,1,4,u5a83rs1,,,,,,0
8,a9caswms,LAB6,0,46,45,payoff,GameOutcome,10.145.91.102,2019-01-24 19:14:33.749936+00:00,1,,,1906,8,"[{""strategy"":1,""time"":3.076},{""strategy"":2,""time"":31.374}]",2,34,0,1,4,u5a83rs1,,,,,,0
9,towf6ijh,LAB12,0,46,45,payoff,GameOutcome,10.147.13.174,2019-01-24 19:14:34.314022+00:00,1,,,1607,9,"[{""strategy"":1,""time"":1.309}]",1,26,0,1,4,u5a83rs1,,,,,,0
10,v75dqmax,LAB13,0,46,45,payoff,GameOutcome,10.51.250.60,2019-01-24 19:14:32.576392+00:00,1,,,2007,10,"[{""strategy"":1,""time"":0.976}]",1,55,400,1,4,u5a83rs1,,,,,,0
11,j7yvqfnk,LAB9,0,46,45,payoff,GameOutcome,10.33.189.124,2019-01-24 19:14:36.352740+00:00,1,,,2200,11,"[{""strategy"":1,""time"":1.105},{""strategy"":2,""time"":14.4},{""strategy"":1,""time"":18.456},{""strategy"":2,""time"":18.944},{""strategy"":1,""time"":21.18},{""strategy"":2,""time"":24.576},{""strategy"":1,""time"":29.225},{""strategy"":2,""time"":32.145},{""strategy"":1,""time"":34.967},{""strategy"":2,""time"":39.08},{""strategy"":1,""time"":41.233},{""strategy"":2,""time"":44.21},{""strategy"":1,""time"":48.354},{""strategy"":2,""time"":52.959},{""strategy"":1,""time"":56.112},{""strategy"":2,""time"":59.855},{""strategy"":1,""time"":63.263}]",2,25,0,1,4,u5a83rs1,,,,,,0
12,h3nu4vm6,LAB14,0,46,45,payoff,GameOutcome,10.16.198.175,2019-01-24 19:14:35.894569+00:00,1,,,1800,12,"[{""strategy"":1,""time"":0.339},{""strategy"":2,""time"":36.821}]",0,0,0,1,4,u5a83rs1,,,,,,0
13,960qiq0v,LAB15,0,46,45,payoff,GameOutcome,10.149.119.251,2019-01-24 19:14:34.423000+00:00,1,,,1907,13,"[{""strategy"":1,""time"":0.538}]",1,46,400,1,4,u5a83rs1,,,,,,0
14,kv9veiwp,LAB7,0,46,45,payoff,GameOutcome,10.145.91.102,2019-01-24 19:14:37.755345+00:00,1,,,1606,14,"[{""strategy"":1,""time"":0.34}]",1,14,0,1,4,u5a83rs1,,,,,,0
15,40uoe7hc,LAB16,0,46,45,payoff,GameOutcome,10.47.229.186,2019-01-24 19:14:35.226242+00:00,1,,,1207,15,"[{""strategy"":1,""time"":37.485}]",0,20,0,1,4,u5a83rs1,,,,,,0
