participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.ip_address,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.payoff_plus_participation_fee,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.real_world_currency_per_point,session.config.participation_fee,instructions.1.player.id_in_group,instructions.1.player.payoff,instructions.1.group.id_in_subsession,instructions.1.subsession.round_number,practice.1.player.id_in_group,practice.1.player.strategies,practice.1.player.row_move,practice.1.player.random_time,practice.1.player.payoff,practice.1.group.id_in_subsession,practice.1.subsession.round_number,game.1.player.id_in_group,game.1.player.strategies,game.1.player.row_move,game.1.player.random_time,game.1.player.payoff,game.1.group.id_in_subsession,game.1.subsession.round_number,game.2.player.id_in_group,game.2.player.strategies,game.2.player.row_move,game.2.player.random_time,game.2.player.payoff,game.2.group.id_in_subsession,game.2.subsession.round_number,game.3.player.id_in_group,game.3.player.strategies,game.3.player.row_move,game.3.player.random_time,game.3.player.payoff,game.3.group.id_in_subsession,game.3.subsession.round_number,game.4.player.id_in_group,game.4.player.strategies,game.4.player.row_move,game.4.player.random_time,game.4.player.payoff,game.4.group.id_in_subsession,game.4.subsession.round_number,game.5.player.id_in_group,game.5.player.strategies,game.5.player.row_move,game.5.player.random_time,game.5.player.payoff,game.5.group.id_in_subsession,game.5.subsession.round_number,game.6.player.id_in_group,game.6.player.strategies,game.6.player.row_move,game.6.player.random_time,game.6.player.payoff,game.6.group.id_in_subsession,game.6.subsession.round_number,game.7.player.id_in_group,game.7.player.strategies,game.7.player.row_move,game.7.player.random_time,game.7.player.payoff,game.7.group.id_in_subsession,game.7.subsession.round_number,game.8.player.id_in_group,game.8.player.strategies,game.8.player.row_move,game.8.player.random_time,game.8.player.payoff,game.8.group.id_in_subsession,game.8.subsession.round_number,game.9.player.id_in_group,game.9.player.strategies,game.9.player.row_move,game.9.player.random_time,game.9.player.payoff,game.9.group.id_in_subsession,game.9.subsession.round_number,game.10.player.id_in_group,game.10.player.strategies,game.10.player.row_move,game.10.player.random_time,game.10.player.payoff,game.10.group.id_in_subsession,game.10.subsession.round_number,game.11.player.id_in_group,game.11.player.strategies,game.11.player.row_move,game.11.player.random_time,game.11.player.payoff,game.11.group.id_in_subsession,game.11.subsession.round_number,game.12.player.id_in_group,game.12.player.strategies,game.12.player.row_move,game.12.player.random_time,game.12.player.payoff,game.12.group.id_in_subsession,game.12.subsession.round_number,game.13.player.id_in_group,game.13.player.strategies,game.13.player.row_move,game.13.player.random_time,game.13.player.payoff,game.13.group.id_in_subsession,game.13.subsession.round_number,game.14.player.id_in_group,game.14.player.strategies,game.14.player.row_move,game.14.player.random_time,game.14.player.payoff,game.14.group.id_in_subsession,game.14.subsession.round_number,game.15.player.id_in_group,game.15.player.strategies,game.15.player.row_move,game.15.player.random_time,game.15.player.payoff,game.15.group.id_in_subsession,game.15.subsession.round_number,game.16.player.id_in_group,game.16.player.strategies,game.16.player.row_move,game.16.player.random_time,game.16.player.payoff,game.16.group.id_in_subsession,game.16.subsession.round_number,game.17.player.id_in_group,game.17.player.strategies,game.17.player.row_move,game.17.player.random_time,game.17.player.payoff,game.17.group.id_in_subsession,game.17.subsession.round_number,game.18.player.id_in_group,game.18.player.strategies,game.18.player.row_move,game.18.player.random_time,game.18.player.payoff,game.18.group.id_in_subsession,game.18.subsession.round_number,game.19.player.id_in_group,game.19.player.strategies,game.19.player.row_move,game.19.player.random_time,game.19.player.payoff,game.19.group.id_in_subsession,game.19.subsession.round_number,game.20.player.id_in_group,game.20.player.strategies,game.20.player.row_move,game.20.player.random_time,game.20.player.payoff,game.20.group.id_in_subsession,game.20.subsession.round_number,payoff.1.player.id_in_group,payoff.1.player.payoff,payoff.1.group.id_in_subsession,payoff.1.subsession.round_number
1,i2k63arc,LAB3,0,46,45,payoff,GameOutcome,10.45.83.39,2019-01-24 19:14:24.645787+00:00,1,,,1307,16.80,u5a83rs1,,,,,,0,0.0075,7.00,1,0,1,1,1,"[{""strategy"":1,""time"":28.995},{""strategy"":2,""time"":46.09}]",1,37,7,1,1,1,"[{""strategy"":1,""time"":15.915}]",1,16,0,1,1,1,"[{""strategy"":1,""time"":13.552},{""strategy"":2,""time"":36.359},{""strategy"":1,""time"":55.031}]",0,11,0,1,2,1,"[{""strategy"":1,""time"":0.887},{""strategy"":2,""time"":4.015},{""strategy"":1,""time"":5.048},{""strategy"":2,""time"":8.064},{""strategy"":1,""time"":11.912},{""strategy"":2,""time"":15.103},{""strategy"":1,""time"":19.287},{""strategy"":2,""time"":22.711},{""strategy"":1,""time"":26.047},{""strategy"":2,""time"":30.071},{""strategy"":1,""time"":34.399},{""strategy"":2,""time"":37.855},{""strategy"":1,""time"":42.063},{""strategy"":2,""time"":45.464},{""strategy"":1,""time"":48.064},{""strategy"":2,""time"":54.711},{""strategy"":1,""time"":61.207}]",1,35,0,1,3,1,"[{""strategy"":1,""time"":5.888},{""strategy"":2,""time"":9.145},{""strategy"":1,""time"":12.776},{""strategy"":2,""time"":16.528},{""strategy"":1,""time"":20.256},{""strategy"":2,""time"":24.728},{""strategy"":1,""time"":28.76},{""strategy"":2,""time"":32.673},{""strategy"":1,""time"":36.977},{""strategy"":2,""time"":40.784},{""strategy"":1,""time"":45.225},{""strategy"":2,""time"":49.513},{""strategy"":1,""time"":55.008},{""strategy"":2,""time"":61.377}]",1,22,0,1,4,1,"[{""strategy"":1,""time"":0.636},{""strategy"":2,""time"":5.141},{""strategy"":1,""time"":10.668},{""strategy"":2,""time"":16.469},{""strategy"":1,""time"":22.532},{""strategy"":2,""time"":29.004},{""strategy"":1,""time"":36.253},{""strategy"":2,""time"":43.293},{""strategy"":1,""time"":49.532},{""strategy"":2,""time"":56.293},{""strategy"":1,""time"":64.54}]",1,50,0,1,5,1,"[{""strategy"":2,""time"":10.178}]",0,6,0,1,6,1,"[{""strategy"":1,""time"":8.294}]",1,52,0,1,7,1,"[{""strategy"":1,""time"":11.288},{""strategy"":2,""time"":24.865},{""strategy"":1,""time"":36.024},{""strategy"":2,""time"":48.177},{""strategy"":1,""time"":59.656}]",1,14,500,1,8,1,"[{""strategy"":1,""time"":8.893}]",1,37,800,1,9,1,"[{""strategy"":2,""time"":4.682}]",0,4,0,1,10,1,"[{""strategy"":1,""time"":6.256},{""strategy"":2,""time"":8.344},{""strategy"":1,""time"":10.744},{""strategy"":2,""time"":13.297},{""strategy"":1,""time"":15.68},{""strategy"":2,""time"":17.832},{""strategy"":1,""time"":19.864},{""strategy"":2,""time"":22.192},{""strategy"":1,""time"":24.208},{""strategy"":2,""time"":26.488},{""strategy"":1,""time"":28.6},{""strategy"":2,""time"":31.144},{""strategy"":1,""time"":33.368},{""strategy"":2,""time"":36.128},{""strategy"":1,""time"":38.832},{""strategy"":2,""time"":41.488},{""strategy"":1,""time"":44.296},{""strategy"":2,""time"":46.376},{""strategy"":1,""time"":49.328},{""strategy"":2,""time"":54.888},{""strategy"":1,""time"":61.952}]",0,0,0,1,11,1,"[{""strategy"":1,""time"":2.846}]",1,59,0,1,12,1,"[{""strategy"":2,""time"":3.299},{""strategy"":1,""time"":30.211},{""strategy"":2,""time"":54.227}]",2,9,0,1,13,1,"[{""strategy"":1,""time"":10.284},{""strategy"":2,""time"":21.811}]",2,38,0,1,14,1,"[{""strategy"":1,""time"":9.165}]",1,41,0,1,15,1,"[{""strategy"":1,""time"":5.551},{""strategy"":2,""time"":8.68},{""strategy"":1,""time"":11.879},{""strategy"":2,""time"":15.336},{""strategy"":1,""time"":19.161},{""strategy"":2,""time"":23.352},{""strategy"":1,""time"":27.712},{""strategy"":2,""time"":32.096},{""strategy"":1,""time"":36.504},{""strategy"":2,""time"":40.728},{""strategy"":1,""time"":45.337},{""strategy"":2,""time"":49.144},{""strategy"":1,""time"":53.472},{""strategy"":2,""time"":57.144},{""strategy"":1,""time"":64.232}]",2,34,0,1,16,1,"[{""strategy"":2,""time"":14.392}]",2,45,0,1,17,1,"[{""strategy"":1,""time"":8.073},{""strategy"":2,""time"":9.904},{""strategy"":1,""time"":12.056},{""strategy"":2,""time"":13.857},{""strategy"":1,""time"":15.808},{""strategy"":2,""time"":18.401},{""strategy"":1,""time"":20.617},{""strategy"":2,""time"":23.066},{""strategy"":1,""time"":25.432},{""strategy"":2,""time"":27.769},{""strategy"":1,""time"":29.321},{""strategy"":2,""time"":31.217},{""strategy"":1,""time"":34.113},{""strategy"":2,""time"":36.513},{""strategy"":1,""time"":39.217},{""strategy"":2,""time"":41.465},{""strategy"":1,""time"":44.721},{""strategy"":2,""time"":46.784},{""strategy"":1,""time"":48.609},{""strategy"":2,""time"":52.265},{""strategy"":1,""time"":56.024},{""strategy"":2,""time"":57.265},{""strategy"":1,""time"":58.929},{""strategy"":2,""time"":60.025},{""strategy"":1,""time"":61.577},{""strategy"":2,""time"":62.64},{""strategy"":1,""time"":64.072}]",2,28,0,1,18,1,"[{""strategy"":1,""time"":15.314},{""strategy"":2,""time"":16.61},{""strategy"":1,""time"":17.93},{""strategy"":2,""time"":18.946},{""strategy"":1,""time"":20.322},{""strategy"":2,""time"":21.458},{""strategy"":1,""time"":22.154},{""strategy"":2,""time"":22.899},{""strategy"":1,""time"":23.585},{""strategy"":2,""time"":24.186},{""strategy"":1,""time"":24.706},{""strategy"":2,""time"":25.241},{""strategy"":1,""time"":25.754},{""strategy"":2,""time"":28.594},{""strategy"":1,""time"":31.282},{""strategy"":2,""time"":31.954},{""strategy"":1,""time"":32.554},{""strategy"":2,""time"":33.234},{""strategy"":1,""time"":33.738},{""strategy"":2,""time"":34.146},{""strategy"":1,""time"":34.642},{""strategy"":2,""time"":35.13},{""strategy"":1,""time"":36.842},{""strategy"":2,""time"":40.114},{""strategy"":1,""time"":42.185},{""strategy"":2,""time"":42.659},{""strategy"":1,""time"":43.09},{""strategy"":2,""time"":43.898},{""strategy"":1,""time"":47.098},{""strategy"":2,""time"":48.459},{""strategy"":1,""time"":48.978},{""strategy"":2,""time"":49.483},{""strategy"":1,""time"":49.987},{""strategy"":2,""time"":50.427},{""strategy"":1,""time"":50.825},{""strategy"":2,""time"":51.324},{""strategy"":1,""time"":55.402},{""strategy"":2,""time"":55.89},{""strategy"":1,""time"":56.314},{""strategy"":2,""time"":56.794},{""strategy"":1,""time"":58.77},{""strategy"":2,""time"":63.002},{""strategy"":1,""time"":63.674},{""strategy"":2,""time"":64.257},{""strategy"":1,""time"":64.802}]",1,37,0,1,19,1,"[{""strategy"":1,""time"":8.225},{""strategy"":2,""time"":25.2}]",2,41,0,1,20,1,0,1,1
2,e7vef4ct,LAB2,0,46,45,payoff,GameOutcome,10.7.217.98,2019-01-24 19:14:25.952334+00:00,1,,,2206,23.54,u5a83rs1,,,,,,0,0.0075,7.00,2,0,1,1,2,"[{""strategy"":2,""time"":2.678},{""strategy"":1,""time"":9.353},{""strategy"":2,""time"":11.014},{""strategy"":1,""time"":11.526},{""strategy"":2,""time"":12.47},{""strategy"":1,""time"":13.183},{""strategy"":2,""time"":13.894},{""strategy"":1,""time"":14.505},{""strategy"":2,""time"":15.198},{""strategy"":1,""time"":15.655},{""strategy"":2,""time"":16.238},{""strategy"":1,""time"":16.79},{""strategy"":2,""time"":17.422},{""strategy"":1,""time"":18.032},{""strategy"":2,""time"":18.615},{""strategy"":1,""time"":19.183},{""strategy"":2,""time"":19.966},{""strategy"":1,""time"":20.661},{""strategy"":2,""time"":21.237},{""strategy"":1,""time"":21.861},{""strategy"":2,""time"":22.478},{""strategy"":1,""time"":23.109},{""strategy"":2,""time"":23.743},{""strategy"":1,""time"":24.542},{""strategy"":2,""time"":25.493},{""strategy"":1,""time"":25.95},{""strategy"":2,""time"":26.565},{""strategy"":1,""time"":26.965},{""strategy"":2,""time"":27.494},{""strategy"":1,""time"":27.91},{""strategy"":2,""time"":28.374},{""strategy"":1,""time"":28.854},{""strategy"":2,""time"":29.35},{""strategy"":1,""time"":30.239},{""strategy"":2,""time"":35.286},{""strategy"":1,""time"":36.605},{""strategy"":2,""time"":38.069},{""strategy"":1,""time"":38.671},{""strategy"":2,""time"":41.381},{""strategy"":1,""time"":41.878},{""strategy"":2,""time"":45.157},{""strategy"":1,""time"":45.597},{""strategy"":2,""time"":53.302},{""strategy"":1,""time"":53.646},{""strategy"":2,""time"":54.68},{""strategy"":1,""time"":54.981},{""strategy"":2,""time"":56.151},{""strategy"":1,""time"":56.429},{""strategy"":2,""time"":58.094},{""strategy"":1,""time"":58.373},{""strategy"":2,""time"":60.205},{""strategy"":1,""time"":60.54},{""strategy"":2,""time"":62.069},{""strategy"":1,""time"":62.34}]",2,20,6,1,1,2,"[{""strategy"":1,""time"":1.001},{""strategy"":2,""time"":19.776},{""strategy"":1,""time"":20.257},{""strategy"":2,""time"":22.352},{""strategy"":1,""time"":26.056},{""strategy"":2,""time"":29.88},{""strategy"":1,""time"":30.28},{""strategy"":2,""time"":34.232},{""strategy"":1,""time"":34.522},{""strategy"":2,""time"":42.36},{""strategy"":1,""time"":42.655},{""strategy"":2,""time"":45.887},{""strategy"":1,""time"":46.746},{""strategy"":2,""time"":47.648},{""strategy"":1,""time"":48.186},{""strategy"":2,""time"":48.928},{""strategy"":1,""time"":49.504}]",1,43,800,1,1,2,"[{""strategy"":1,""time"":1.318},{""strategy"":2,""time"":4.765},{""strategy"":1,""time"":5.213},{""strategy"":2,""time"":7.485},{""strategy"":1,""time"":9.838},{""strategy"":2,""time"":12.869},{""strategy"":1,""time"":15.679},{""strategy"":2,""time"":18.11},{""strategy"":1,""time"":20.709},{""strategy"":2,""time"":23.461},{""strategy"":1,""time"":25.333},{""strategy"":2,""time"":27.581},{""strategy"":1,""time"":29.437},{""strategy"":2,""time"":32.053},{""strategy"":1,""time"":33.445},{""strategy"":2,""time"":35.308},{""strategy"":1,""time"":36.653},{""strategy"":2,""time"":37.621},{""strategy"":1,""time"":38.748},{""strategy"":2,""time"":39.556},{""strategy"":1,""time"":40.628},{""strategy"":2,""time"":41.565},{""strategy"":1,""time"":42.589},{""strategy"":2,""time"":43.564},{""strategy"":1,""time"":44.589},{""strategy"":2,""time"":45.676},{""strategy"":1,""time"":46.717},{""strategy"":2,""time"":47.636},{""strategy"":1,""time"":48.812},{""strategy"":2,""time"":49.829},{""strategy"":1,""time"":50.676},{""strategy"":2,""time"":51.532},{""strategy"":1,""time"":52.452},{""strategy"":2,""time"":53.356},{""strategy"":1,""time"":54.26},{""strategy"":2,""time"":54.972},{""strategy"":1,""time"":55.702},{""strategy"":2,""time"":56.412},{""strategy"":1,""time"":57.124},{""strategy"":2,""time"":57.753},{""strategy"":1,""time"":58.452},{""strategy"":2,""time"":59.052},{""strategy"":1,""time"":59.644},{""strategy"":2,""time"":60.252},{""strategy"":1,""time"":60.924},{""strategy"":2,""time"":61.548},{""strategy"":1,""time"":62.18},{""strategy"":2,""time"":62.86},{""strategy"":1,""time"":63.613},{""strategy"":2,""time"":64.212},{""strategy"":1,""time"":64.908}]",1,39,0,1,2,2,"[{""strategy"":1,""time"":0.505},{""strategy"":2,""time"":1.791},{""strategy"":1,""time"":3.111},{""strategy"":2,""time"":4.584},{""strategy"":1,""time"":19.735},{""strategy"":2,""time"":20.559},{""strategy"":1,""time"":32.047},{""strategy"":2,""time"":39.695}]",2,19,0,1,3,2,"[{""strategy"":1,""time"":0.427},{""strategy"":2,""time"":5.937},{""strategy"":1,""time"":11.233},{""strategy"":2,""time"":14.387},{""strategy"":1,""time"":16.049},{""strategy"":2,""time"":16.841},{""strategy"":1,""time"":17.69},{""strategy"":2,""time"":18.457},{""strategy"":1,""time"":19.233},{""strategy"":2,""time"":20.449},{""strategy"":1,""time"":21.633},{""strategy"":2,""time"":22.905},{""strategy"":1,""time"":23.945},{""strategy"":2,""time"":24.817},{""strategy"":1,""time"":25.953},{""strategy"":2,""time"":27.082},{""strategy"":1,""time"":28.225},{""strategy"":2,""time"":29.161},{""strategy"":1,""time"":30.208},{""strategy"":2,""time"":31.073},{""strategy"":1,""time"":32.008},{""strategy"":2,""time"":32.961},{""strategy"":1,""time"":33.929},{""strategy"":2,""time"":35.185},{""strategy"":1,""time"":36.145},{""strategy"":2,""time"":37.048},{""strategy"":1,""time"":37.92},{""strategy"":2,""time"":38.696},{""strategy"":1,""time"":39.929},{""strategy"":2,""time"":41.024},{""strategy"":1,""time"":42.121},{""strategy"":2,""time"":43.233},{""strategy"":1,""time"":44.552},{""strategy"":2,""time"":45.488},{""strategy"":1,""time"":46.656},{""strategy"":2,""time"":47.576},{""strategy"":1,""time"":48.656},{""strategy"":2,""time"":49.68},{""strategy"":1,""time"":50.665},{""strategy"":2,""time"":51.635},{""strategy"":1,""time"":52.817},{""strategy"":2,""time"":54.128},{""strategy"":1,""time"":55.249},{""strategy"":2,""time"":56.483},{""strategy"":1,""time"":57.33},{""strategy"":2,""time"":58.4},{""strategy"":1,""time"":59.383},{""strategy"":2,""time"":60.504},{""strategy"":1,""time"":61.56},{""strategy"":2,""time"":62.528},{""strategy"":1,""time"":63.591},{""strategy"":2,""time"":64.561},{""strategy"":1,""time"":65.178}]",2,7,0,1,4,2,"[{""strategy"":1,""time"":0.507},{""strategy"":2,""time"":1.57},{""strategy"":1,""time"":5.577},{""strategy"":2,""time"":35.658},{""strategy"":1,""time"":63.631}]",2,38,100,1,5,2,"[{""strategy"":1,""time"":0.372}]",1,22,300,1,6,2,"[{""strategy"":1,""time"":0.96},{""strategy"":2,""time"":4.878},{""strategy"":1,""time"":6.503},{""strategy"":2,""time"":8.862},{""strategy"":1,""time"":9.838},{""strategy"":2,""time"":10.663},{""strategy"":1,""time"":11.407},{""strategy"":2,""time"":12.078},{""strategy"":1,""time"":12.734},{""strategy"":2,""time"":13.31},{""strategy"":1,""time"":13.825},{""strategy"":2,""time"":14.311},{""strategy"":1,""time"":14.693},{""strategy"":2,""time"":15.102},{""strategy"":1,""time"":15.455},{""strategy"":2,""time"":16.438},{""strategy"":1,""time"":16.998},{""strategy"":2,""time"":18.078},{""strategy"":1,""time"":18.734},{""strategy"":2,""time"":19.35},{""strategy"":1,""time"":19.742},{""strategy"":2,""time"":20.046},{""strategy"":1,""time"":20.336},{""strategy"":2,""time"":20.606},{""strategy"":1,""time"":20.863},{""strategy"":2,""time"":21.11},{""strategy"":1,""time"":21.351},{""strategy"":2,""time"":21.616},{""strategy"":1,""time"":21.895},{""strategy"":2,""time"":23.578},{""strategy"":1,""time"":24.11},{""strategy"":2,""time"":24.83},{""strategy"":1,""time"":25.31},{""strategy"":2,""time"":26.605},{""strategy"":1,""time"":26.982},{""strategy"":2,""time"":27.654},{""strategy"":1,""time"":28.194},{""strategy"":2,""time"":29.254},{""strategy"":1,""time"":29.813},{""strategy"":2,""time"":31.301},{""strategy"":1,""time"":32.241},{""strategy"":2,""time"":33.006},{""strategy"":1,""time"":33.774},{""strategy"":2,""time"":43.501},{""strategy"":1,""time"":43.949},{""strategy"":2,""time"":44.414},{""strategy"":1,""time"":44.829},{""strategy"":2,""time"":45.221},{""strategy"":1,""time"":45.629},{""strategy"":2,""time"":45.981},{""strategy"":1,""time"":46.349},{""strategy"":2,""time"":46.709},{""strategy"":1,""time"":47.125},{""strategy"":2,""time"":47.541},{""strategy"":1,""time"":47.997}]",1,31,0,1,7,2,"[{""strategy"":1,""time"":0.407}]",1,26,0,1,8,2,"[{""strategy"":1,""time"":0.683},{""strategy"":2,""time"":4.395},{""strategy"":1,""time"":9.611},{""strategy"":2,""time"":19.578}]",2,28,1000,1,9,2,"[{""strategy"":1,""time"":1.1}]",1,19,0,1,10,2,"[{""strategy"":1,""time"":0.27},{""strategy"":2,""time"":5.268}]",2,38,0,1,11,2,"[{""strategy"":1,""time"":0.293}]",1,38,0,1,12,2,"[{""strategy"":1,""time"":0.234}]",1,59,0,1,13,2,"[{""strategy"":1,""time"":0.468},{""strategy"":2,""time"":3.832},{""strategy"":1,""time"":57.726},{""strategy"":2,""time"":59.414}]",1,3,0,1,14,2,"[{""strategy"":1,""time"":0.409}]",1,44,0,1,15,2,"[{""strategy"":1,""time"":0.254}]",1,53,0,1,16,2,"[{""strategy"":1,""time"":0.247},{""strategy"":2,""time"":3.051}]",2,53,0,1,17,2,"[{""strategy"":1,""time"":0.232},{""strategy"":2,""time"":31.374}]",2,57,0,1,18,2,"[{""strategy"":1,""time"":0.32},{""strategy"":2,""time"":2.407},{""strategy"":1,""time"":24.224}]",1,51,0,1,19,2,"[{""strategy"":1,""time"":0.31},{""strategy"":2,""time"":2.914},{""strategy"":1,""time"":11.872},{""strategy"":2,""time"":13.464},{""strategy"":1,""time"":19.489},{""strategy"":2,""time"":23.552},{""strategy"":1,""time"":27.193},{""strategy"":2,""time"":30.184},{""strategy"":1,""time"":32.096},{""strategy"":2,""time"":33.169},{""strategy"":1,""time"":34.136},{""strategy"":2,""time"":35.288},{""strategy"":1,""time"":36.36},{""strategy"":2,""time"":37.288},{""strategy"":1,""time"":38.216},{""strategy"":2,""time"":39.192},{""strategy"":1,""time"":40.097},{""strategy"":2,""time"":40.903},{""strategy"":1,""time"":41.744},{""strategy"":2,""time"":42.608},{""strategy"":1,""time"":43.559},{""strategy"":2,""time"":44.368},{""strategy"":1,""time"":45.24},{""strategy"":2,""time"":46.177},{""strategy"":1,""time"":47.024},{""strategy"":2,""time"":47.874},{""strategy"":1,""time"":48.751},{""strategy"":2,""time"":49.672},{""strategy"":1,""time"":50.44},{""strategy"":2,""time"":51.496},{""strategy"":1,""time"":52.247},{""strategy"":2,""time"":53.087},{""strategy"":1,""time"":53.863},{""strategy"":2,""time"":54.591},{""strategy"":1,""time"":55.391},{""strategy"":2,""time"":56.095},{""strategy"":1,""time"":56.783},{""strategy"":2,""time"":57.519},{""strategy"":1,""time"":58.179},{""strategy"":2,""time"":58.863},{""strategy"":1,""time"":59.839},{""strategy"":2,""time"":60.503}]",2,24,0,1,20,2,0,1,1
3,arsuawn4,LAB1,0,46,45,payoff,GameOutcome,10.45.226.108,2019-01-24 19:14:33.522271+00:00,1,,,907,13.80,u5a83rs1,,,,,,0,0.0075,7.00,3,0,1,1,3,"[{""strategy"":1,""time"":5.519},{""strategy"":2,""time"":13.007},{""strategy"":1,""time"":29.591},{""strategy"":2,""time"":55.505},{""strategy"":1,""time"":56.007}]",1,43,7,1,1,3,"[{""strategy"":1,""time"":2.805},{""strategy"":2,""time"":9.684},{""strategy"":1,""time"":17.189},{""strategy"":2,""time"":27.949},{""strategy"":1,""time"":37.692},{""strategy"":2,""time"":48.447},{""strategy"":1,""time"":56.276}]",1,43,0,1,1,3,"[{""strategy"":1,""time"":2.047},{""strategy"":2,""time"":8.77},{""strategy"":1,""time"":26.165},{""strategy"":2,""time"":38.974},{""strategy"":1,""time"":50.549},{""strategy"":2,""time"":58.997}]",2,14,0,1,2,3,"[{""strategy"":2,""time"":1.304},{""strategy"":1,""time"":4.158},{""strategy"":2,""time"":8.438},{""strategy"":1,""time"":13.525},{""strategy"":2,""time"":18.862},{""strategy"":1,""time"":24.644},{""strategy"":2,""time"":31.886},{""strategy"":1,""time"":42.557},{""strategy"":2,""time"":53.01}]",1,48,0,1,3,3,"[{""strategy"":2,""time"":1.973},{""strategy"":1,""time"":24.429},{""strategy"":2,""time"":33.5},{""strategy"":1,""time"":44.309}]",2,20,100,1,4,3,"[{""strategy"":1,""time"":0.824},{""strategy"":2,""time"":3.019},{""strategy"":1,""time"":7.564},{""strategy"":2,""time"":12.835},{""strategy"":1,""time"":21.061},{""strategy"":2,""time"":26.269},{""strategy"":1,""time"":31.364},{""strategy"":2,""time"":36.716},{""strategy"":1,""time"":41.968},{""strategy"":2,""time"":48.41},{""strategy"":1,""time"":55.483}]",2,40,0,1,5,3,"[{""strategy"":1,""time"":1.12},{""strategy"":2,""time"":5.463},{""strategy"":1,""time"":10.711},{""strategy"":2,""time"":16.35},{""strategy"":1,""time"":21.735},{""strategy"":2,""time"":29.192},{""strategy"":1,""time"":37.604},{""strategy"":2,""time"":50.347}]",1,12,0,1,6,3,"[{""strategy"":1,""time"":0.872},{""strategy"":2,""time"":3.055},{""strategy"":1,""time"":6.05},{""strategy"":2,""time"":10.271},{""strategy"":1,""time"":14.887},{""strategy"":2,""time"":19.393},{""strategy"":1,""time"":24.376},{""strategy"":2,""time"":29.296},{""strategy"":1,""time"":34.431},{""strategy"":2,""time"":39.545},{""strategy"":1,""time"":44.991},{""strategy"":2,""time"":50.129},{""strategy"":1,""time"":56.705}]",1,7,0,1,7,3,"[{""strategy"":1,""time"":0.944},{""strategy"":2,""time"":1.508},{""strategy"":1,""time"":3.029},{""strategy"":2,""time"":3.579},{""strategy"":1,""time"":5.421},{""strategy"":2,""time"":5.876},{""strategy"":1,""time"":8.882},{""strategy"":2,""time"":16.993},{""strategy"":1,""time"":31.628},{""strategy"":2,""time"":48.269}]",2,21,0,1,8,3,"[{""strategy"":1,""time"":1.707},{""strategy"":2,""time"":6.658},{""strategy"":1,""time"":16.368},{""strategy"":2,""time"":32.943},{""strategy"":1,""time"":54.775}]",2,47,0,1,9,3,"[{""strategy"":2,""time"":2.324},{""strategy"":1,""time"":25.703}]",1,55,0,1,10,3,"[{""strategy"":2,""time"":3.93},{""strategy"":1,""time"":15.731},{""strategy"":2,""time"":25.746},{""strategy"":1,""time"":35.378},{""strategy"":2,""time"":44.705},{""strategy"":1,""time"":57.554}]",2,34,500,1,11,3,"[{""strategy"":2,""time"":3.01},{""strategy"":1,""time"":3.601}]",1,53,0,1,12,3,"[{""strategy"":2,""time"":2.639},{""strategy"":1,""time"":4.639}]",1,7,0,1,13,3,"[{""strategy"":2,""time"":3.51},{""strategy"":1,""time"":20.544},{""strategy"":2,""time"":31.833},{""strategy"":1,""time"":57.876}]",1,24,0,1,14,3,"[{""strategy"":1,""time"":3.065}]",1,43,0,1,15,3,"[{""strategy"":1,""time"":3.028}]",1,6,0,1,16,3,"[{""strategy"":2,""time"":3.359}]",2,39,0,1,17,3,"[{""strategy"":1,""time"":2.656},{""strategy"":2,""time"":12.184},{""strategy"":1,""time"":25.512},{""strategy"":2,""time"":28.111},{""strategy"":1,""time"":38.479},{""strategy"":2,""time"":47.848},{""strategy"":1,""time"":56.066}]",1,47,300,1,18,3,"[{""strategy"":1,""time"":4.317},{""strategy"":2,""time"":8.429},{""strategy"":1,""time"":17.072},{""strategy"":2,""time"":27.811},{""strategy"":1,""time"":37.209}]",1,56,0,1,19,3,"[{""strategy"":1,""time"":5.172},{""strategy"":2,""time"":21.228}]",2,31,0,1,20,3,0,1,1
