participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.ip_address,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.strategies,player.row_move,player.random_time,player.payoff,group.id_in_subsession,subsession.round_number,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
4,pgqfhyr8,LAB8,0,46,45,payoff,GameOutcome,10.113.227.235,2019-01-24 17:13:58.925971+00:00,1,,,806,4,"[{""strategy"":1,""time"":0.443},{""strategy"":2,""time"":12.202}]",2,22,100,1,5,77cx1z62,,,,,,0
5,p5vhe9sq,LAB4,0,46,45,payoff,GameOutcome,10.47.177.168,2019-01-24 17:14:03.376865+00:00,1,,,1706,5,"[{""strategy"":1,""time"":1.254},{""strategy"":2,""time"":11.974}]",2,52,0,1,5,77cx1z62,,,,,,0
6,2em5km2n,LAB5,0,46,45,payoff,GameOutcome,10.37.242.200,2019-01-24 17:14:03.966166+00:00,1,,,1406,6,"[{""strategy"":2,""time"":1.657}]",2,30,0,1,5,77cx1z62,,,,,,0
7,ujwmue0z,LAB6,0,46,45,payoff,GameOutcome,10.63.255.156,2019-01-24 17:14:04.139967+00:00,1,,,1507,7,"[{""strategy"":1,""time"":0.649},{""strategy"":2,""time"":7.144},{""strategy"":1,""time"":16.008},{""strategy"":2,""time"":24.479},{""strategy"":1,""time"":34.916},{""strategy"":2,""time"":50.87}]",1,17,0,1,5,77cx1z62,,,,,,0
8,qilbatqv,LAB10,0,46,45,payoff,GameOutcome,10.142.105.142,2019-01-24 17:14:00.912688+00:00,1,,,1307,8,"[{""strategy"":1,""time"":5.46}]",0,3,0,1,5,77cx1z62,,,,,,0
9,5trhxuoe,LAB7,0,46,45,payoff,GameOutcome,10.69.187.197,2019-01-24 17:14:06.022313+00:00,1,,,1206,9,"[{""strategy"":2,""time"":1}]",2,17,0,1,5,77cx1z62,,,,,,0
10,o641l6k4,LAB9,0,46,45,payoff,GameOutcome,10.37.169.54,2019-01-24 17:14:07.534604+00:00,1,,,2506,10,"[{""strategy"":1,""time"":0.693}]",1,14,0,1,5,77cx1z62,,,,,,0
11,c0v4qan9,LAB12,0,46,45,payoff,GameOutcome,10.97.185.31,2019-01-24 17:14:09.733558+00:00,1,,,707,11,"[{""strategy"":1,""time"":0.396},{""strategy"":2,""time"":1.2}]",2,50,0,1,5,77cx1z62,,,,,,0
12,81xnz4yu,LAB13,0,46,45,payoff,GameOutcome,10.140.162.50,2019-01-24 17:14:06.328172+00:00,1,,,1707,12,"[{""strategy"":2,""time"":4.735}]",2,43,0,1,5,77cx1z62,,,,,,0
13,k4tramti,LAB14,0,46,45,payoff,GameOutcome,10.79.217.135,2019-01-24 17:14:10.128381+00:00,1,,,1807,13,"[{""strategy"":1,""time"":0.451},{""strategy"":2,""time"":6.561}]",2,22,100,1,5,77cx1z62,,,,,,0
14,p3a51zbr,LAB15,0,46,45,payoff,GameOutcome,10.63.212.72,2019-01-24 17:14:08.443959+00:00,1,,,3006,14,"[{""strategy"":1,""time"":0.705},{""strategy"":2,""time"":12.974},{""strategy"":1,""time"":20.638},{""strategy"":2,""time"":31.143}]",1,27,0,1,5,77cx1z62,,,,,,0
15,1p1s5fq2,LAB16,0,46,45,payoff,GameOutcome,10.31.52.90,2019-01-24 17:14:09.629854+00:00,1,,,1506,15,"[{""strategy"":2,""time"":0.27},{""strategy"":1,""time"":4.914},{""strategy"":2,""time"":11.715}]",1,7,0,1,5,77cx1z62,,,,,,0
16,fg31zine,LAB11,0,46,45,payoff,GameOutcome,10.63.225.86,2019-01-24 17:14:31.465234+00:00,1,,,2707,16,"[{""strategy"":2,""time"":0.571}]",2,30,0,1,5,77cx1z62,,,,,,0
17,nadr9fib,LAB18,0,46,45,payoff,GameOutcome,10.45.83.39,2019-01-24 17:14:30.234360+00:00,1,,,1806,17,"[{""strategy"":2,""time"":2.042},{""strategy"":1,""time"":9.56}]",1,10,0,1,5,77cx1z62,,,,,,0
18,4bhjmaks,LAB17,0,46,45,payoff,GameOutcome,10.16.214.130,2019-01-24 17:14:36.837958+00:00,1,,,2407,18,"[{""strategy"":1,""time"":2.294},{""strategy"":2,""time"":4.15}]",2,26,0,1,5,77cx1z62,,,,,,0
19,dyfhrnow,LAB19,0,46,45,payoff,GameOutcome,10.45.114.69,2019-01-24 17:14:47.570603+00:00,1,,,2307,19,"[{""strategy"":1,""time"":2.676},{""strategy"":2,""time"":12.657}]",2,38,0,1,5,77cx1z62,,,,,,0
1,0lb2wjbg,LAB3,0,46,45,payoff,GameOutcome,10.47.236.25,2019-01-24 17:13:54.885753+00:00,1,,,1606,1,"[{""strategy"":2,""time"":1.631},{""strategy"":1,""time"":11.15}]",1,12,0,1,6,77cx1z62,,,,,,0
2,t0lbq4x3,LAB2,0,46,45,payoff,GameOutcome,10.31.52.90,2019-01-24 17:13:56.186609+00:00,1,,,1806,2,"[{""strategy"":1,""time"":2.028}]",1,17,300,1,6,77cx1z62,,,,,,0
3,1o5dl7vy,LAB1,0,46,45,payoff,GameOutcome,10.16.211.44,2019-01-24 17:14:03.409764+00:00,1,,,2106,3,"[{""strategy"":1,""time"":1.402}]",1,37,300,1,6,77cx1z62,,,,,,0
4,pgqfhyr8,LAB8,0,46,45,payoff,GameOutcome,10.113.227.235,2019-01-24 17:13:58.925971+00:00,1,,,806,4,"[{""strategy"":1,""time"":0.398},{""strategy"":2,""time"":2.283}]",2,54,0,1,6,77cx1z62,,,,,,0
5,p5vhe9sq,LAB4,0,46,45,payoff,GameOutcome,10.47.177.168,2019-01-24 17:14:03.376865+00:00,1,,,1706,5,"[{""strategy"":2,""time"":2.139},{""strategy"":1,""time"":16.129}]",1,28,300,1,6,77cx1z62,,,,,,0
6,2em5km2n,LAB5,0,46,45,payoff,GameOutcome,10.37.242.200,2019-01-24 17:14:03.966166+00:00,1,,,1406,6,"[{""strategy"":2,""time"":3.072}]",2,20,200,1,6,77cx1z62,,,,,,0
7,ujwmue0z,LAB6,0,46,45,payoff,GameOutcome,10.63.255.156,2019-01-24 17:14:04.139967+00:00,1,,,1507,7,"[{""strategy"":1,""time"":0.6}]",1,10,300,1,6,77cx1z62,,,,,,0
8,qilbatqv,LAB10,0,46,45,payoff,GameOutcome,10.142.105.142,2019-01-24 17:14:00.912688+00:00,1,,,1307,8,"[{""strategy"":2,""time"":6.38},{""strategy"":1,""time"":13.018}]",1,44,300,1,6,77cx1z62,,,,,,0
9,5trhxuoe,LAB7,0,46,45,payoff,GameOutcome,10.69.187.197,2019-01-24 17:14:06.022313+00:00,1,,,1206,9,"[{""strategy"":1,""time"":0.924}]",1,27,300,1,6,77cx1z62,,,,,,0
10,o641l6k4,LAB9,0,46,45,payoff,GameOutcome,10.37.169.54,2019-01-24 17:14:07.534604+00:00,1,,,2506,10,"[{""strategy"":1,""time"":0.547}]",1,26,0,1,6,77cx1z62,,,,,,0
11,c0v4qan9,LAB12,0,46,45,payoff,GameOutcome,10.97.185.31,2019-01-24 17:14:09.733558+00:00,1,,,707,11,"[{""strategy"":1,""time"":1.452},{""strategy"":2,""time"":2.816},{""strategy"":1,""time"":8.023}]",1,9,0,1,6,77cx1z62,,,,,,0
12,81xnz4yu,LAB13,0,46,45,payoff,GameOutcome,10.140.162.50,2019-01-24 17:14:06.328172+00:00,1,,,1707,12,"[{""strategy"":2,""time"":2.787},{""strategy"":1,""time"":15.516}]",1,36,0,1,6,77cx1z62,,,,,,0
13,k4tramti,LAB14,0,46,45,payoff,GameOutcome,10.79.217.135,2019-01-24 17:14:10.128381+00:00,1,,,1807,13,"[{""strategy"":1,""time"":0.31}]",1,46,0,1,6,77cx1z62,,,,,,0
14,p3a51zbr,LAB15,0,46,45,payoff,GameOutcome,10.63.212.72,2019-01-24 17:14:08.443959+00:00,1,,,3006,14,"[{""strategy"":1,""time"":0.583}]",1,56,0,1,6,77cx1z62,,,,,,0
15,1p1s5fq2,LAB16,0,46,45,payoff,GameOutcome,10.31.52.90,2019-01-24 17:14:09.629854+00:00,1,,,1506,15,"[{""strategy"":1,""time"":0.258}]",1,42,0,1,6,77cx1z62,,,,,,0
16,fg31zine,LAB11,0,46,45,payoff,GameOutcome,10.63.225.86,2019-01-24 17:14:31.465234+00:00,1,,,2707,16,"[{""strategy"":1,""time"":0.905}]",1,38,0,1,6,77cx1z62,,,,,,0
17,nadr9fib,LAB18,0,46,45,payoff,GameOutcome,10.45.83.39,2019-01-24 17:14:30.234360+00:00,1,,,1806,17,"[{""strategy"":1,""time"":2.344}]",1,13,0,1,6,77cx1z62,,,,,,0
18,4bhjmaks,LAB17,0,46,45,payoff,GameOutcome,10.16.214.130,2019-01-24 17:14:36.837958+00:00,1,,,2407,18,"[{""strategy"":2,""time"":4.576},{""strategy"":1,""time"":5.584}]",1,58,0,1,6,77cx1z62,,,,,,0
19,dyfhrnow,LAB19,0,46,45,payoff,GameOutcome,10.45.114.69,2019-01-24 17:14:47.570603+00:00,1,,,2307,19,"[{""strategy"":1,""time"":0.858}]",1,15,0,1,6,77cx1z62,,,,,,0
1,0lb2wjbg,LAB3,0,46,45,payoff,GameOutcome,10.47.236.25,2019-01-24 17:13:54.885753+00:00,1,,,1606,1,"[{""strategy"":1,""time"":1.697},{""strategy"":2,""time"":33.025}]",1,21,0,1,7,77cx1z62,,,,,,0
2,t0lbq4x3,LAB2,0,46,45,payoff,GameOutcome,10.31.52.90,2019-01-24 17:13:56.186609+00:00,1,,,1806,2,"[{""strategy"":1,""time"":1.697},{""strategy"":2,""time"":41.783},{""strategy"":1,""time"":49.63}]",1,23,500,1,7,77cx1z62,,,,,,0
3,1o5dl7vy,LAB1,0,46,45,payoff,GameOutcome,10.16.211.44,2019-01-24 17:14:03.409764+00:00,1,,,2106,3,"[{""strategy"":1,""time"":0.762}]",1,19,0,1,7,77cx1z62,,,,,,0
4,pgqfhyr8,LAB8,0,46,45,payoff,GameOutcome,10.113.227.235,2019-01-24 17:13:58.925971+00:00,1,,,806,4,"[{""strategy"":1,""time"":0.426}]",1,43,0,1,7,77cx1z62,,,,,,0
5,p5vhe9sq,LAB4,0,46,45,payoff,GameOutcome,10.47.177.168,2019-01-24 17:14:03.376865+00:00,1,,,1706,5,"[{""strategy"":1,""time"":1.063},{""strategy"":2,""time"":36.766}]",2,43,0,1,7,77cx1z62,,,,,,0
6,2em5km2n,LAB5,0,46,45,payoff,GameOutcome,10.37.242.200,2019-01-24 17:14:03.966166+00:00,1,,,1406,6,"[{""strategy"":2,""time"":2.81},{""strategy"":1,""time"":11.882}]",1,30,0,1,7,77cx1z62,,,,,,0
7,ujwmue0z,LAB6,0,46,45,payoff,GameOutcome,10.63.255.156,2019-01-24 17:14:04.139967+00:00,1,,,1507,7,"[{""strategy"":1,""time"":1.088},{""strategy"":2,""time"":34.007}]",1,14,0,1,7,77cx1z62,,,,,,0
8,qilbatqv,LAB10,0,46,45,payoff,GameOutcome,10.142.105.142,2019-01-24 17:14:00.912688+00:00,1,,,1307,8,"[{""strategy"":1,""time"":5.62},{""strategy"":2,""time"":16.677},{""strategy"":1,""time"":19.981},{""strategy"":2,""time"":25.116}]",0,5,0,1,7,77cx1z62,,,,,,0
9,5trhxuoe,LAB7,0,46,45,payoff,GameOutcome,10.69.187.197,2019-01-24 17:14:06.022313+00:00,1,,,1206,9,"[{""strategy"":1,""time"":1.503},{""strategy"":2,""time"":7.102},{""strategy"":1,""time"":22.841}]",1,48,0,1,7,77cx1z62,,,,,,0
10,o641l6k4,LAB9,0,46,45,payoff,GameOutcome,10.37.169.54,2019-01-24 17:14:07.534604+00:00,1,,,2506,10,"[{""strategy"":1,""time"":0.584}]",1,54,0,1,7,77cx1z62,,,,,,0
11,c0v4qan9,LAB12,0,46,45,payoff,GameOutcome,10.97.185.31,2019-01-24 17:14:09.733558+00:00,1,,,707,11,"[{""strategy"":1,""time"":0.429}]",1,35,500,1,7,77cx1z62,,,,,,0
12,81xnz4yu,LAB13,0,46,45,payoff,GameOutcome,10.140.162.50,2019-01-24 17:14:06.328172+00:00,1,,,1707,12,"[{""strategy"":1,""time"":1.252},{""strategy"":2,""time"":42.61},{""strategy"":1,""time"":48.394}]",0,1,0,1,7,77cx1z62,,,,,,0
13,k4tramti,LAB14,0,46,45,payoff,GameOutcome,10.79.217.135,2019-01-24 17:14:10.128381+00:00,1,,,1807,13,"[{""strategy"":1,""time"":1.899}]",0,1,0,1,7,77cx1z62,,,,,,0
14,p3a51zbr,LAB15,0,46,45,payoff,GameOutcome,10.63.212.72,2019-01-24 17:14:08.443959+00:00,1,,,3006,14,"[{""strategy"":1,""time"":0.502},{""strategy"":2,""time"":9.469}]",1,5,0,1,7,77cx1z62,,,,,,0
15,1p1s5fq2,LAB16,0,46,45,payoff,GameOutcome,10.31.52.90,2019-01-24 17:14:09.629854+00:00,1,,,1506,15,"[{""strategy"":1,""time"":0.788},{""strategy"":2,""time"":8.987},{""strategy"":1,""time"":28.938}]",1,53,0,1,7,77cx1z62,,,,,,0
16,fg31zine,LAB11,0,46,45,payoff,GameOutcome,10.63.225.86,2019-01-24 17:14:31.465234+00:00,1,,,2707,16,"[{""strategy"":1,""time"":0.743},{""strategy"":2,""time"":29.517}]",1,22,0,1,7,77cx1z62,,,,,,0
17,nadr9fib,LAB18,0,46,45,payoff,GameOutcome,10.45.83.39,2019-01-24 17:14:30.234360+00:00,1,,,1806,17,"[{""strategy"":1,""time"":1.524},{""strategy"":2,""time"":4.914}]",2,18,400,1,7,77cx1z62,,,,,,0
18,4bhjmaks,LAB17,0,46,45,payoff,GameOutcome,10.16.214.130,2019-01-24 17:14:36.837958+00:00,1,,,2407,18,"[{""strategy"":1,""time"":2.449},{""strategy"":2,""time"":9.455}]",2,45,0,1,7,77cx1z62,,,,,,0
19,dyfhrnow,LAB19,0,46,45,payoff,GameOutcome,10.45.114.69,2019-01-24 17:14:47.570603+00:00,1,,,2307,19,"[{""strategy"":2,""time"":0.691},{""strategy"":1,""time"":12.178}]",1,56,0,1,7,77cx1z62,,,,,,0
1,0lb2wjbg,LAB3,0,46,45,payoff,GameOutcome,10.47.236.25,2019-01-24 17:13:54.885753+00:00,1,,,1606,1,"[{""strategy"":2,""time"":1.273},{""strategy"":1,""time"":11.32},{""strategy"":2,""time"":32.065},{""strategy"":1,""time"":44.257}]",2,4,0,1,8,77cx1z62,,,,,,0
2,t0lbq4x3,LAB2,0,46,45,payoff,GameOutcome,10.31.52.90,2019-01-24 17:13:56.186609+00:00,1,,,1806,2,"[{""strategy"":2,""time"":1.64},{""strategy"":1,""time"":15.943},{""strategy"":2,""time"":54.263}]",1,47,0,1,8,77cx1z62,,,,,,0
3,1o5dl7vy,LAB1,0,46,45,payoff,GameOutcome,10.16.211.44,2019-01-24 17:14:03.409764+00:00,1,,,2106,3,"[{""strategy"":1,""time"":0.787}]",1,27,0,1,8,77cx1z62,,,,,,0
4,pgqfhyr8,LAB8,0,46,45,payoff,GameOutcome,10.113.227.235,2019-01-24 17:13:58.925971+00:00,1,,,806,4,"[{""strategy"":1,""time"":0.939}]",1,5,0,1,8,77cx1z62,,,,,,0
5,p5vhe9sq,LAB4,0,46,45,payoff,GameOutcome,10.47.177.168,2019-01-24 17:14:03.376865+00:00,1,,,1706,5,"[{""strategy"":1,""time"":0.846},{""strategy"":2,""time"":30.561},{""strategy"":1,""time"":52.833}]",2,40,0,1,8,77cx1z62,,,,,,0
6,2em5km2n,LAB5,0,46,45,payoff,GameOutcome,10.37.242.200,2019-01-24 17:14:03.966166+00:00,1,,,1406,6,"[{""strategy"":1,""time"":4.069}]",1,35,0,1,8,77cx1z62,,,,,,0
7,ujwmue0z,LAB6,0,46,45,payoff,GameOutcome,10.63.255.156,2019-01-24 17:14:04.139967+00:00,1,,,1507,7,"[{""strategy"":1,""time"":1.07}]",1,11,0,1,8,77cx1z62,,,,,,0
8,qilbatqv,LAB10,0,46,45,payoff,GameOutcome,10.142.105.142,2019-01-24 17:14:00.912688+00:00,1,,,1307,8,"[{""strategy"":2,""time"":6.601},{""strategy"":1,""time"":7.769}]",1,28,500,1,8,77cx1z62,,,,,,0
9,5trhxuoe,LAB7,0,46,45,payoff,GameOutcome,10.69.187.197,2019-01-24 17:14:06.022313+00:00,1,,,1206,9,"[{""strategy"":1,""time"":1.033}]",1,30,0,1,8,77cx1z62,,,,,,0
10,o641l6k4,LAB9,0,46,45,payoff,GameOutcome,10.37.169.54,2019-01-24 17:14:07.534604+00:00,1,,,2506,10,"[{""strategy"":1,""time"":1548351275.049}]",0,2,0,1,8,77cx1z62,,,,,,0
11,c0v4qan9,LAB12,0,46,45,payoff,GameOutcome,10.97.185.31,2019-01-24 17:14:09.733558+00:00,1,,,707,11,"[{""strategy"":1,""time"":0.88},{""strategy"":2,""time"":2.538},{""strategy"":1,""time"":9.546}]",1,13,0,1,8,77cx1z62,,,,,,0
12,81xnz4yu,LAB13,0,46,45,payoff,GameOutcome,10.140.162.50,2019-01-24 17:14:06.328172+00:00,1,,,1707,12,"[{""strategy"":2,""time"":4.046},{""strategy"":1,""time"":9.53}]",1,57,0,1,8,77cx1z62,,,,,,0
13,k4tramti,LAB14,0,46,45,payoff,GameOutcome,10.79.217.135,2019-01-24 17:14:10.128381+00:00,1,,,1807,13,"[{""strategy"":2,""time"":0.271},{""strategy"":1,""time"":7.053}]",1,51,0,1,8,77cx1z62,,,,,,0
14,p3a51zbr,LAB15,0,46,45,payoff,GameOutcome,10.63.212.72,2019-01-24 17:14:08.443959+00:00,1,,,3006,14,"[{""strategy"":1,""time"":0.439},{""strategy"":2,""time"":8.597},{""strategy"":1,""time"":30.756},{""strategy"":2,""time"":62.237}]",1,36,500,1,8,77cx1z62,,,,,,0
15,1p1s5fq2,LAB16,0,46,45,payoff,GameOutcome,10.31.52.90,2019-01-24 17:14:09.629854+00:00,1,,,1506,15,"[{""strategy"":1,""time"":1548407770.582},{""strategy"":2,""time"":11.565},{""strategy"":1,""time"":21.589}]",0,34,0,1,8,77cx1z62,,,,,,0
16,fg31zine,LAB11,0,46,45,payoff,GameOutcome,10.63.225.86,2019-01-24 17:14:31.465234+00:00,1,,,2707,16,"[{""strategy"":2,""time"":0.385}]",2,19,0,1,8,77cx1z62,,,,,,0
17,nadr9fib,LAB18,0,46,45,payoff,GameOutcome,10.45.83.39,2019-01-24 17:14:30.234360+00:00,1,,,1806,17,"[{""strategy"":1,""time"":2.209}]",0,1,0,1,8,77cx1z62,,,,,,0
18,4bhjmaks,LAB17,0,46,45,payoff,GameOutcome,10.16.214.130,2019-01-24 17:14:36.837958+00:00,1,,,2407,18,"[{""strategy"":2,""time"":2.452},{""strategy"":1,""time"":29.14}]",2,17,0,1,8,77cx1z62,,,,,,0
19,dyfhrnow,LAB19,0,46,45,payoff,GameOutcome,10.45.114.69,2019-01-24 17:14:47.570603+00:00,1,,,2307,19,"[{""strategy"":1,""time"":2.66}]",1,22,0,1,8,77cx1z62,,,,,,0
1,0lb2wjbg,LAB3,0,46,45,payoff,GameOutcome,10.47.236.25,2019-01-24 17:13:54.885753+00:00,1,,,1606,1,"[{""strategy"":2,""time"":1.246}]",2,56,0,1,9,77cx1z62,,,,,,0
2,t0lbq4x3,LAB2,0,46,45,payoff,GameOutcome,10.31.52.90,2019-01-24 17:13:56.186609+00:00,1,,,1806,2,"[{""strategy"":2,""time"":1.636},{""strategy"":1,""time"":12.819},{""strategy"":2,""time"":18.348},{""strategy"":1,""time"":26.723},{""strategy"":2,""time"":42.224},{""strategy"":1,""time"":48.754}]",2,8,0,1,9,77cx1z62,,,,,,0
3,1o5dl7vy,LAB1,0,46,45,payoff,GameOutcome,10.16.211.44,2019-01-24 17:14:03.409764+00:00,1,,,2106,3,"[{""strategy"":2,""time"":0.578},{""strategy"":1,""time"":2.686}]",1,10,800,1,9,77cx1z62,,,,,,0
4,pgqfhyr8,LAB8,0,46,45,payoff,GameOutcome,10.113.227.235,2019-01-24 17:13:58.925971+00:00,1,,,806,4,"[{""strategy"":1,""time"":0.348}]",1,46,0,1,9,77cx1z62,,,,,,0
5,p5vhe9sq,LAB4,0,46,45,payoff,GameOutcome,10.47.177.168,2019-01-24 17:14:03.376865+00:00,1,,,1706,5,"[{""strategy"":1,""time"":0.444},{""strategy"":2,""time"":5.249}]",2,51,1000,1,9,77cx1z62,,,,,,0
6,2em5km2n,LAB5,0,46,45,payoff,GameOutcome,10.37.242.200,2019-01-24 17:14:03.966166+00:00,1,,,1406,6,"[{""strategy"":2,""time"":2.405}]",2,15,0,1,9,77cx1z62,,,,,,0
7,ujwmue0z,LAB6,0,46,45,payoff,GameOutcome,10.63.255.156,2019-01-24 17:14:04.139967+00:00,1,,,1507,7,"[{""strategy"":2,""time"":0.464},{""strategy"":1,""time"":2.41},{""strategy"":2,""time"":20.466},{""strategy"":1,""time"":40.844},{""strategy"":2,""time"":57.112}]",2,33,0,1,9,77cx1z62,,,,,,0
8,qilbatqv,LAB10,0,46,45,payoff,GameOutcome,10.142.105.142,2019-01-24 17:14:00.912688+00:00,1,,,1307,8,"[{""strategy"":1,""time"":8.187},{""strategy"":2,""time"":20.788}]",2,38,0,1,9,77cx1z62,,,,,,0
9,5trhxuoe,LAB7,0,46,45,payoff,GameOutcome,10.69.187.197,2019-01-24 17:14:06.022313+00:00,1,,,1206,9,"[{""strategy"":1,""time"":1.706},{""strategy"":2,""time"":3.816}]",2,30,0,1,9,77cx1z62,,,,,,0
10,o641l6k4,LAB9,0,46,45,payoff,GameOutcome,10.37.169.54,2019-01-24 17:14:07.534604+00:00,1,,,2506,10,"[{""strategy"":1,""time"":1548351342.398},{""strategy"":2,""time"":6.543}]",0,11,0,1,9,77cx1z62,,,,,,0
11,c0v4qan9,LAB12,0,46,45,payoff,GameOutcome,10.97.185.31,2019-01-24 17:14:09.733558+00:00,1,,,707,11,"[{""strategy"":1,""time"":0.51}]",1,47,0,1,9,77cx1z62,,,,,,0
12,81xnz4yu,LAB13,0,46,45,payoff,GameOutcome,10.140.162.50,2019-01-24 17:14:06.328172+00:00,1,,,1707,12,"[{""strategy"":2,""time"":4.959}]",2,46,0,1,9,77cx1z62,,,,,,0
13,k4tramti,LAB14,0,46,45,payoff,GameOutcome,10.79.217.135,2019-01-24 17:14:10.128381+00:00,1,,,1807,13,"[{""strategy"":2,""time"":0.364}]",2,6,1000,1,9,77cx1z62,,,,,,0
14,p3a51zbr,LAB15,0,46,45,payoff,GameOutcome,10.63.212.72,2019-01-24 17:14:08.443959+00:00,1,,,3006,14,"[{""strategy"":1,""time"":0.578},{""strategy"":2,""time"":5.929}]",2,10,1000,1,9,77cx1z62,,,,,,0
15,1p1s5fq2,LAB16,0,46,45,payoff,GameOutcome,10.31.52.90,2019-01-24 17:14:09.629854+00:00,1,,,1506,15,"[{""strategy"":1,""time"":0.445},{""strategy"":2,""time"":5.349},{""strategy"":1,""time"":34.109}]",1,56,0,1,9,77cx1z62,,,,,,0
16,fg31zine,LAB11,0,46,45,payoff,GameOutcome,10.63.225.86,2019-01-24 17:14:31.465234+00:00,1,,,2707,16,"[{""strategy"":1,""time"":0.317},{""strategy"":2,""time"":9.837},{""strategy"":1,""time"":56.735}]",2,39,1000,1,9,77cx1z62,,,,,,0
17,nadr9fib,LAB18,0,46,45,payoff,GameOutcome,10.45.83.39,2019-01-24 17:14:30.234360+00:00,1,,,1806,17,"[{""strategy"":1,""time"":0.378},{""strategy"":2,""time"":3.698}]",2,51,0,1,9,77cx1z62,,,,,,0
18,4bhjmaks,LAB17,0,46,45,payoff,GameOutcome,10.16.214.130,2019-01-24 17:14:36.837958+00:00,1,,,2407,18,"[{""strategy"":1,""time"":0.649},{""strategy"":2,""time"":11.223},{""strategy"":1,""time"":14.703}]",1,56,800,1,9,77cx1z62,,,,,,0
19,dyfhrnow,LAB19,0,46,45,payoff,GameOutcome,10.45.114.69,2019-01-24 17:14:47.570603+00:00,1,,,2307,19,"[{""strategy"":1,""time"":1.162},{""strategy"":2,""time"":10.927},{""strategy"":1,""time"":19.301}]",1,51,800,1,9,77cx1z62,,,,,,0
1,0lb2wjbg,LAB3,0,46,45,payoff,GameOutcome,10.47.236.25,2019-01-24 17:13:54.885753+00:00,1,,,1606,1,"[{""strategy"":1,""time"":3.705}]",1,25,0,1,10,77cx1z62,,,,,,0
2,t0lbq4x3,LAB2,0,46,45,payoff,GameOutcome,10.31.52.90,2019-01-24 17:13:56.186609+00:00,1,,,1806,2,"[{""strategy"":1,""time"":0.68}]",1,34,0,1,10,77cx1z62,,,,,,0
3,1o5dl7vy,LAB1,0,46,45,payoff,GameOutcome,10.16.211.44,2019-01-24 17:14:03.409764+00:00,1,,,2106,3,"[{""strategy"":1,""time"":0.683}]",1,55,0,1,10,77cx1z62,,,,,,0
4,pgqfhyr8,LAB8,0,46,45,payoff,GameOutcome,10.113.227.235,2019-01-24 17:13:58.925971+00:00,1,,,806,4,"[{""strategy"":1,""time"":0.82},{""strategy"":2,""time"":1.805},{""strategy"":1,""time"":37.224}]",2,4,0,1,10,77cx1z62,,,,,,0
5,p5vhe9sq,LAB4,0,46,45,payoff,GameOutcome,10.47.177.168,2019-01-24 17:14:03.376865+00:00,1,,,1706,5,"[{""strategy"":1,""time"":1.028}]",1,47,0,1,10,77cx1z62,,,,,,0
6,2em5km2n,LAB5,0,46,45,payoff,GameOutcome,10.37.242.200,2019-01-24 17:14:03.966166+00:00,1,,,1406,6,"[{""strategy"":1,""time"":2.189}]",1,37,0,1,10,77cx1z62,,,,,,0
7,ujwmue0z,LAB6,0,46,45,payoff,GameOutcome,10.63.255.156,2019-01-24 17:14:04.139967+00:00,1,,,1507,7,"[{""strategy"":1,""time"":0.27},{""strategy"":2,""time"":31.042}]",1,9,0,1,10,77cx1z62,,,,,,0
8,qilbatqv,LAB10,0,46,45,payoff,GameOutcome,10.142.105.142,2019-01-24 17:14:00.912688+00:00,1,,,1307,8,"[{""strategy"":2,""time"":5.222},{""strategy"":1,""time"":7.558}]",1,32,0,1,10,77cx1z62,,,,,,0
9,5trhxuoe,LAB7,0,46,45,payoff,GameOutcome,10.69.187.197,2019-01-24 17:14:06.022313+00:00,1,,,1206,9,"[{""strategy"":2,""time"":1.158}]",2,32,0,1,10,77cx1z62,,,,,,0
10,o641l6k4,LAB9,0,46,45,payoff,GameOutcome,10.37.169.54,2019-01-24 17:14:07.534604+00:00,1,,,2506,10,"[{""strategy"":1,""time"":0.494}]",1,18,900,1,10,77cx1z62,,,,,,0
11,c0v4qan9,LAB12,0,46,45,payoff,GameOutcome,10.97.185.31,2019-01-24 17:14:09.733558+00:00,1,,,707,11,"[{""strategy"":1,""time"":0.48}]",1,58,0,1,10,77cx1z62,,,,,,0
12,81xnz4yu,LAB13,0,46,45,payoff,GameOutcome,10.140.162.50,2019-01-24 17:14:06.328172+00:00,1,,,1707,12,"[{""strategy"":1,""time"":2.572}]",1,57,0,1,10,77cx1z62,,,,,,0
13,k4tramti,LAB14,0,46,45,payoff,GameOutcome,10.79.217.135,2019-01-24 17:14:10.128381+00:00,1,,,1807,13,"[{""strategy"":2,""time"":0.083},{""strategy"":1,""time"":22.799}]",2,10,700,1,10,77cx1z62,,,,,,0
14,p3a51zbr,LAB15,0,46,45,payoff,GameOutcome,10.63.212.72,2019-01-24 17:14:08.443959+00:00,1,,,3006,14,"[{""strategy"":2,""time"":0.479}]",2,11,0,1,10,77cx1z62,,,,,,0
15,1p1s5fq2,LAB16,0,46,45,payoff,GameOutcome,10.31.52.90,2019-01-24 17:14:09.629854+00:00,1,,,1506,15,"[{""strategy"":2,""time"":0.201},{""strategy"":1,""time"":10.68}]",1,30,900,1,10,77cx1z62,,,,,,0
